aax	[1,1,[Molnupiravir,"",1]]
linzey	[2,6,[Cereal_grain,"",2],[Jack_Norris_(activist),"",4]]
lisch	[1,1,[SERVQUAL,m,1]]
lisps	[1,5,[Clojure,"",5]]
liturgische	[1,1,[Abbot,m,1]]
liver	[19,31,[Ancient_Greek_religion,m,1],[Biopolymer,m,2],[Bornholm_disease,"",1],[Erich_Ludendorff,m,2],[Georg_Simmel,"",2],[Herakles,m,1],[Hurrem_Sultan,"",1],[Jupiter_(mythology),"",1],[Koala,"",2],[Lactated_Ringer%27s_solution,m,4],[Liverpool_John_Lennon_Airport,"",1],[Napalm_Death,m,1],[Paediatrics,m,2],[Physiologically-based_pharmacokinetic_modelling,"",5],[Sauerkraut,"",1],[Splenic_artery,m,1],[Uromastyx,"",1],[Val_Murray_Runge,"",1],[Wheat_germ,"",1]]
lob	[1,1,[Toothbrush_moustache,"",1]]
lockman	[1,1,[Retrograde_motion,"",1]]
loifir	[1,1,[Jupiter_(mythology),"",1]]
lombards	[3,5,["795","",1],[Archduchy_of_Austria,"",1],[Odoacer,m,3]]
longman's	[2,2,[Comoro_Islands,"",1],[The_Third_Policeman?source=post_page---------------------------,"",1]]
longo	[5,5,[2007_FIFA_Women%27s_World_Cup_Group_D,m,1],[Ainu_language,m,1],["Hand,_foot_and_mouth_disease","",1],[Oscar_Pistorius,m,1],[Systems_biology,"",1]]
longstreet's	[1,1,[Bryna_Productions,m,1]]
loopedit	[1,1,[Big_Bad_Wolf,m,1]]
lovatelli	[1,1,[Sea_cucumber,m,1]]
lubert	[1,1,[Nick_Holonyak,"",1]]
ludovic	[4,4,[Ei%C3%B0ur_Gu%C3%B0johnsen,"",1],[NetBeans,"",1],[Prince_(musician),"",1],[Stradivarius,"",1]]
lufia	[1,1,[Taito_Corporation,"",1]]
luhmann's	[1,1,[Systems_thinking,m,1]]
lumberkings	[1,1,[1996_San_Diego_Padres_season,m,1]]
maailman	[1,1,[Matti_Nyk%C3%A4nen,"",1]]
madhhab	[2,3,[Hafiz_%28Qur%27an%29,"",1],[Imamate_in_Shia_doctrine,m,2]]
madison	[44,146,[13_(musical),"",1],[Abbot,m,1],[All_In_(professional_wrestling_event),"",5],[American_propaganda_during_World_War_II,"",1],[Arendt,"",1],[Booker_T._Washington,"",3],[Brown_v._Plata,"",1],[Bryna_Productions,m,2],[Chaos_Computer_Club,"",1],["Chattanooga,_Tennessee",m,1],["Chesterfield,_Virginia","",1],[Claude-Adrien_Helvtius,"",1],[Condorcet,"",1],[Craig_Robinson_(actor),"",1],[Edmund_Randolph,"",1],[Elise_Mertens,m,2],[First_Presbyterian_Church_(Manhattan),m,2],["Forest_Park_(St._Louis,_Missouri)","",2],[Georg_Simmel,"",1],[Georgism,"",2],[Google_Ads,m,1],["Hernando,_Mississippi","",2],[Hudson's_Bay_Company,"",1],["International_District,_Seattle,_Washington","",2],[Iron_Guard,m,1],[Justin_Bieber,"",4],[Lucy_in_the_Sky_with_Diamonds,"",1],[Madison_Metropolitan_School_District,m,59],["Manhattan,_New_York","",19],[Morgan_le_Fay,m,1],[Nationalism,"",1],[Odoacer,m,1],[Pantisocratic,m,3],[Parsley_Massacre,"",1],[Partus_sequitur_ventrem,"",1],[Political_subdivisions_of_New_York_State,m,1],[Presentation,"",1],[R._Stevie_Moore,"",5],[Schwarzschild%27s_equation_for_radiative_transfer,"",2],[Shirley_MacLaine,m,1],[Sigma_Phi_Epsilon,m,3],[Sly_Stone,"",2],["United_States_House_of_Representatives_elections,_1796_and_1797",m,1],[Victims_of_Communism_Memorial,"",1]]
madsen	[3,3,[2007_FIFA_Women%27s_World_Cup_Group_D,m,1],[EMS_Prize,m,1],[List_of_Austrian_films_of_the_1930s,m,1]]
mahanam	[1,1,[Pushtimarg,"",1]]
maher	[9,19,[Ahmed_el-Tayeb,"",1],[Bakelite,m,1],[Craig_Robinson_(actor),"",1],[Inexpressible_Island,"",1],[Jack_Norris_(activist),"",1],[List_of_world_heavyweight_boxing_champions,"",5],[Victims_of_Communism_Memorial,"",1],[Wikipedia?Wikipedia,"",7],[Yamakasi_(film),"",1]]
mailing	[12,56,[Cypherpunk,m,32],[FFV1,"",9],[Haleakala_National_Park,"",1],[Pirate_Party_of_Serbia,"",2],[Prince_(musician),"",1],[R._Stevie_Moore,"",1],[SERVQUAL,m,1],[Spamming,"",1],[TN_status,"",1],[Texinfo,m,2],[Util-linux,"",1],[Wikipedia?Wikipedia,"",4]]
malek	[1,1,["Chattanooga,_Tennessee",m,1]]
manchuria	[10,21,[Africa,"",4],[American_propaganda_during_World_War_II,"",1],[Anshan,m,5],[Irredentism,m,1],[Joseph_Stalin,"",2],[List_of_airlines_of_China,"",1],[Militarism,m,2],[Nanshin-ron,"",3],[Nuremburg_Trials,"",1],[Odessa,m,1]]
manpreet	[1,5,[Kasam_Tere_Pyaar_Ki,"",5]]
mantua	[2,2,[Castrato,m,1],[Model_railroading,m,1]]
maqueda	[1,1,[Psychoneuroimmunology,"",1]]
marodian	[1,1,["Category:1960_disestablishments_in_Australia",m,1]]
marí	[1,1,["Hand,_foot_and_mouth_disease","",1]]
maskers	[1,1,[Hertzog_Prize,"",1]]
mastercards	[1,1,[Hudson's_Bay_Company,"",1]]
mathilda	[1,1,["Forest_Park_(St._Louis,_Missouri)","",1]]
mattie	[1,1,[Prince_(musician),"",1]]
mayhew	[1,1,[Rao_Bahadur,"",1]]
mccashin	[1,1,[John_Russell_(equestrian),"",1]]
meanwhile	[44,60,[13_(musical),"",2],[A.E._Housman,"",1],[A_Room_with_a_View,m,1],[Ahmed_el-Tayeb,"",1],[Aklilu_Habte-Wold,m,1],[Animal_Farm_(1954_film),"",1],[Arendt,"",1],[Avalon_Guitars,"",1],[Bikini,"",1],[Brawn_GP,m,1],[Bryna_Productions,m,5],[Cuneiform,"",1],[Enakku_20_Unakku_18,"",1],[First_Vienna_Award,m,1],[Global_climate_change,"",1],[Gundala_(film),"",1],[Helicopter,m,1],[Herakles,m,1],[Hungarian_People%27s_Republic,m,1],[I_Shouldn%27t_Be_Alive,m,1],[Imperial_Chinese_tributary_system,"",1],["International_District,_Seattle,_Washington","",2],[Kasam_Tere_Pyaar_Ki,"",1],[Knowing_(film),m,2],[Laminated_glass,"",1],[List_of_world_heavyweight_boxing_champions,"",3],[Macedonia_naming_dispute,"",2],[Money,"",1],[Monterey_Grand_Prix,m,2],[Morgan_le_Fay,m,1],[Nagorno-Karabakh,m,1],[Nationalism,"",2],[Net_metering_in_Nevada,"",1],[Prabhu_Deva,"",2],[Rachel%27s_Tomb,"",1],[Red_Sticks,"",1],[Reform_War,"",4],[Russo-Persian_War_(1826%E2%80%931828),m,1],[Seljuks,m,1],[Shaw_Media,m,1],[Siege_of_Shkodra,m,1],[Sportsman%27s_Park,m,1],[The_Red_Flag_(song),"",1],[Vedic_period,"",1]]
medeltidsfiaskos	[1,1,[Multiple-language_version,"",1]]
meistersinger	[1,1,[Joseph_Keilberth,m,1]]
meldings	[1,1,[Tuvok,"",1]]
metallism	[1,1,[Money,"",1]]
metastasis	[1,1,[Psychoneuroimmunology,"",1]]
metzelder	[1,1,[Wayne_Rooney,"",1]]
microlevel	[1,1,[Arts,m,1]]
miettinen	[1,2,[Matti_Nyk%C3%A4nen,"",2]]
mikulis	[1,1,[Encoding_%28memory%29,"",1]]
milbrath	[1,1,[LD50,"",1]]
miliband	[1,1,[Scottish_independence,m,1]]
milnthorpe	[1,1,[Peak_District,"",1]]
miodrag	[2,2,[Global_climate_change,"",1],[Wayne_Rooney,"",1]]
miracles	[7,7,[Beliefs_and_practices_of_The_Church_of_Jesus_Christ_of_Latter-day_Saints,"",1],[Cultural_evolution,"",1],[East_Asian_M%C4%81dhyamaka,"",1],[Hafiz_%28Qur%27an%29,"",1],[Informational_cascade,"",1],["Lego_Harry_Potter:_Years_14","",1],[Sikh%C4%AB_Buddha,"",1]]
mirosław	[1,1,[Optimism_bias,"",1]]
mirroredit	[1,1,[Tesserae,m,1]]
mirzapur	[1,1,[Rao_Bahadur,"",1]]
misapplications	[1,1,[Deleuze_and_Guattari,"",1]]
mismapping	[1,1,["Manhattan,_New_York","",1]]
mittelbau	[1,1,[Nuremburg_Trials,"",1]]
mk	[11,41,[BaileyBorweinPlouffe_formula,"",1],[Busan,m,1],[Donald_Ewen_Cameron,"",1],[Knox-class_frigate,m,9],[Macedonia_naming_dispute,"",13],[Mary_Kaye,m,3],[Molnupiravir,"",8],[Photometry_%28astronomy%29,"",1],[Rachel%27s_Tomb,"",1],[Rosmarinic_acid,"",2],[USS_America_(CV-66),m,1]]
mobu	[1,1,[Miri_Yu,"",1]]
modelmaker	[1,1,[Physiologically-based_pharmacokinetic_modelling,"",1]]
modicum	[1,1,[Systems_biology,"",1]]
modis	[1,1,[Radiative_forcing,"",1]]
monogram	[3,5,[Banana_Republic,m,1],[Mardi_Gras_Indians,"",2],[Senior_Superintendent_of_Police,m,2]]
monographs	[10,11,[Arendt,"",2],[Azolla_filiculoides,"",1],[Carolina_parakeet,"",1],[Entropy,"",1],[Freethought,"",1],[Herakles,m,1],[Macedonia_naming_dispute,"",1],[Odessa,m,1],[Victor_Babe%C8%99,"",1],[Widowed,"",1]]
monolith	[2,3,[Boscawen-Un,"",1],[Inexpressible_Island,"",2]]
montenegroedit	[1,2,[Montenegro_in_the_Eurovision_Song_Contest_2008,m,2]]
morality	[19,26,[Ancient_Greek_religion,m,2],["Aradia,_or_the_Gospel_of_the_Witches","",1],[Arendt,"",4],[Beliefs_and_practices_of_The_Church_of_Jesus_Christ_of_Latter-day_Saints,"",1],[Condorcet,"",1],[Consistory_court,"",1],[Cultural_evolution,"",1],[Drums_and_Wires,m,1],[Eadweard_Muybridge,"",1],[Freethought,"",1],[Georg_Simmel,"",2],[Informational_cascade,"",1],[Samuel_Bowles_(economist),"",2],[Satsuma_Rebellion,m,1],[Sigma_Phi_Epsilon,m,1],[Sikh%C4%AB_Buddha,"",1],[South_Park,"",2],[Tuli_Kupferberg,"",1],[Victoria_(plant),"",1]]
morkel	[1,1,[Oscar_Pistorius,m,1]]
morrow	[9,16,[AD_1962,m,2],[Army_and_Air_Force_Exchange_Service,"",1],[Bikini,"",1],[Computer_(job_description),"",1],[Cory_Doctorow,m,1],[Erich_Ludendorff,m,1],[History_of_Champagne,"",1],[Pantisocratic,m,2],[Seven_Summits,"",6]]
motokuni	[1,1,[Mechagodzilla,"",1]]
mouth	[54,162,[Abbot,m,1],[Ancient_Greek_religion,m,1],[Anthony_Jenkinson,m,1],[Big_Bad_Wolf,m,1],[Blocked_nose,m,2],[Booker_T._Washington,"",1],["Catherine_Grandison,_Countess_of_Salisbury",m,1],["Chattanooga,_Tennessee",m,1],[Cory_Doctorow,m,2],[Craig_Robinson_(actor),"",1],[Cuneiform,"",2],[Exclave,m,1],[Gurup%C3%AD_River,m,1],["Hand,_foot_and_mouth_disease","",66],[Hudson's_Bay_Company,"",2],[Hungarian_People%27s_Republic,m,1],[Hurrem_Sultan,"",2],[Ibeno,"",1],[Information_society,"",1],[Irish_English,m,10],[Keith_Devlin,"",1],[Koala,"",4],[Krista_and_Tatiana_Hogan,"",1],[La_Guajira_Department,"",1],[List_of_Virginia_state_parks,"",1],[Liverpool_John_Lennon_Airport,"",1],[Loricifera,"",1],["Maryland,_My_Maryland","",1],[Mechagodzilla,"",2],[Meklit_Hadero,"",1],["Mount_Barker,_South_Australia","",1],["Novigrad,_Istria_County",m,1],[Odessa,m,2],[Odia_script,"",1],[Odoacer,m,1],[Okapi,"",1],[Paediatrics,m,1],[Primates,"",1],[Proto-Germanic,"",1],[Red_Sticks,"",1],[River_Hayle,"",2],[River_Heddon,"",6],[Ronald_Gray,"",1],[SERVQUAL,m,1],[Sauerkraut,"",1],[Sea_cucumber,m,14],[Shirley_MacLaine,m,1],[Tardigrade,m,3],[The_Hatter,"",1],[The_Shack,"",2],[Tsirku_River,m,3],["Vasco_da_Gama,_Goa","",1],[Warlord_(DC_Comics),"",1],[Yamakasi_(film),"",1]]
mpg	[3,3,[Carburettor,m,1],[Jupiter_(mythology),"",1],[Music_Player_Daemon,"",1]]
mulched	[2,3,[Dicksonia_antarctica,"",1],[Psilocybe_stuntzii,m,2]]
muqtadir	[1,1,[D%C3%A9nia,m,1]]
musawi	[1,1,["Category:1957_deaths","",1]]
myositis	[1,5,[Bornholm_disease,"",5]]
myrcom	[1,1,[Myrtus_communis,"",1]]
müntzer	[2,2,[Condorcet,"",1],[Georg_Simmel,"",1]]
nacho	[1,1,[Sauerkraut,"",1]]
nachtmusik	[1,1,[Ikebukuro_Station,m,1]]
narrator	[17,48,[AD_1962,m,1],[Anshan,m,1],[Carice_van_Houten,"",1],[Classism,"",1],[Fred_Melamed,m,1],[Huckleberry_Finn,m,1],[Kabir_Bedi,"",4],[Kasam_Tere_Pyaar_Ki,"",1],[Leymah_Gbowee,"",1],[Masque,"",1],[Sea_cucumber,m,2],[Shirley_MacLaine,m,1],[South_Park,"",1],["The_Answer_to_Life,_the_Universe,_and_Everything","",1],[The_Lonely_Londoners,"",2],[The_Sandman_(Vertigo),"",1],[The_Third_Policeman?source=post_page---------------------------,"",27]]
natcc	[2,9,[El_Nina,"",1],[Global_climate_change,"",8]]
naturae	[3,7,[Carolina_parakeet,"",1],[Leonhart_Fuchs,"",1],[Primates,"",5]]
nazis	[16,44,[American_propaganda_during_World_War_II,"",5],[Arendt,"",2],[Erich_Ludendorff,m,6],[Freethought,"",1],[Hungarian_People%27s_Republic,m,1],[Iron_Guard,m,2],[Joseph_Stalin,"",1],[Kenja_Communication,"",1],[Money,"",1],[Multiple-language_version,"",1],[Nationalism,"",4],[Natural_News,"",1],[Nuremburg_Trials,"",15],[Old_New_Synagogue,"",1],[Rachel_Weisz,m,1],[Walter_Gieseking,"",1]]
ndta	[1,1,[Army_and_Air_Force_Exchange_Service,"",1]]
negotiations	[34,107,[2017_NFL_season,"",1],[24th_United_States_Congress,m,1],[AD_1962,m,4],[American_propaganda_during_World_War_II,"",1],[Bryna_Productions,m,5],[Champ_Car,"",1],[Deleuze_and_Guattari,"",1],[Edmund_Randolph,"",1],[Erich_Ludendorff,m,1],[First_Vienna_Award,m,24],[Forklift,"",1],[George_Bush_Presidential_Library,"",1],[Global_climate_change,"",2],[Gundala_(film),"",1],[Hernando_Pizarro,"",1],[Imperial_Chinese_tributary_system,"",1],[Joseph_Stalin,"",2],[Lawrence_Franklin_espionage_scandal,"",2],[List_of_important_publications_in_economics,"",1],[Macedonia_naming_dispute,"",37],[Monpa_people,"",1],[Nagorno-Karabakh,m,3],[Nanshin-ron,"",1],[Nuremburg_Trials,"",1],[Peak_District,"",1],[Prince_(musician),"",1],[Reform_War,"",1],["Rudolf_II,_Holy_Roman_Emperor",m,1],[Russo-Persian_War_(1826%E2%80%931828),m,1],[Scottish_independence,m,2],[Shaw_Media,m,1],[Shih_Ming-teh,m,2],[South_Park,"",1],[Wicked_problem,"",1]]
neisse	[2,5,[Exclave,m,3],[Irredentism,m,2]]
neuroepidemiology	[1,1,[Systems_neuroscience,"",1]]
nevâî	[1,1,[Seljuks,m,1]]
newbridge	[1,1,[Clifden,"",1]]
newsire	[1,1,[Army_and_Air_Force_Exchange_Service,"",1]]
nht	[1,3,[List_of_Virginia_state_parks,"",3]]
nhulunbuy	[1,1,[201011_Australian_region_cyclone_season,"",1]]
nicolis	[1,2,[Ilya_Prigogine,"",2]]
nightie	[1,1,[Buckingham_Palace,m,1]]
nok	[2,8,[Africa,"",7],[Vedic_period,"",1]]
nominee	[14,23,[Adam_McKay,"",1],[Big_Bad_Wolf,m,1],[Cory_Doctorow,m,1],[East_Stroudsburg_University_of_Pennsylvania,m,1],[Fred_Melamed,m,1],[Hungarian_People%27s_Republic,m,1],[Jack_Ketchum,"",5],[Leo_and_Diane_Dillon,m,2],[Mike_Eruzione,"",1],[Monpa_people,"",1],[Samuel_A._Foot,m,1],[She%27s_So_Unusual,m,1],[Shirley_MacLaine,m,1],[Tom_Bukovac,"",5]]
norwegian	[39,84,[AD_1962,m,6],[Africa,"",2],["Aradia,_or_the_Gospel_of_the_Witches","",1],[Bornholm_disease,"",1],["Category:1993_in_music",m,1],["Category:Companies_established_in_1900_by_country",m,1],[Cuneiform,"",1],[Dominion_%28card_game%29,"",1],[EMS_Prize,m,5],[Ei%C3%B0ur_Gu%C3%B0johnsen,"",4],[El_Nina,"",1],[Exclave,m,3],[Finnish_obsolete_units_of_measurement,"",1],[Girl_(Beatles_song),"",2],[Help!_(album),"",1],[Icarus,"",1],["International_District,_Seattle,_Washington","",1],[Irredentism,m,5],[KLM,"",1],[Karl_Schnabl,m,1],[Konghelle_Friary,m,2],[Leymah_Gbowee,"",1],[Liverpool_John_Lennon_Airport,"",1],["Maol_%C3%8Dosa_V,_Earl_of_Strathearn",m,3],[Multiple-language_version,"",3],[Myanmar_units_of_measurement,"",1],[Nationalism,"",1],[Nerdcore_hip_hop,"",1],[Oakland_International_Airport,"",9],[Odia_script,"",1],[Polarjazz,m,3],[Proto-Germanic,"",5],[She%27s_So_Unusual,m,3],[Styggevatnet,"",2],[Thunderstorm,m,1],[USS_America_(CV-66),m,1],[Vienna_University_of_Technology,"",1],[Wayne_Rooney,"",2],[Wikipedia?Wikipedia,"",3]]
nostradamus	[1,1,["Rudolf_II,_Holy_Roman_Emperor",m,1]]
notation	[14,84,[BaileyBorweinPlouffe_formula,"",3],[CIELAB,"",1],[Common_Era,m,18],[Cuneiform,"",2],[Graph_algorithms,"",2],[Immortal_Draw,m,1],[Language_workbench,"",1],[Masque,"",1],[Odia_script,"",2],[Open_score,m,48],[Primorial,"",1],[Proto-Germanic,"",1],[Set-theoretic_complement,m,2],[Tritone,"",1]]
nou	[2,3,[Ei%C3%B0ur_Gu%C3%B0johnsen,"",1],[Stadium_Australia,"",2]]
nsw	[9,28,[Azolla_filiculoides,"",1],[Clem_Christesen,"",1],[Eadweard_Muybridge,"",1],[FFV1,"",2],[Georgism,"",1],[Koala,"",6],[Lucy_in_the_Sky_with_Diamonds,"",1],[Seven_Summits,"",2],[Stadium_Australia,"",13]]
nēmū	[1,1,[Proto-Germanic,"",1]]
oaklawn	[1,1,["Hernando,_Mississippi","",1]]
occīsus	[1,1,[Past_participle,m,1]]
octoroons	[1,1,[Partus_sequitur_ventrem,"",1]]
oehmichen	[1,2,[Helicopter,m,2]]
ogge	[1,1,[Styggevatnet,"",1]]
opaliński	[1,1,[Hurrem_Sultan,"",1]]
oppositions	[2,2,[Jupiter_(mythology),"",1],[Nationalism,"",1]]
optioning	[1,1,[Bryna_Productions,m,1]]
orchestrating	[2,2,[Philadelphia_Police_Department,"",1],[Shih_Ming-teh,m,1]]
origine	[1,1,[Capillary_action,"",1]]
ortf	[2,2,[Audio_mixing_(recorded_music),"",1],[Wes_Montgomery,m,1]]
otago	[1,1,[Gruiformes,m,1]]
ottaviano	[1,1,[Open_score,m,1]]
ottepel	[1,1,[Odessa,m,1]]
palkovacs	[1,1,[Okapi,"",1]]
paolinelli	[1,1,[Roger_Hanin,m,1]]
paribatra	[1,1,[Thai_Malays,"",1]]
parolacce	[1,1,[Wayne_Rooney,"",1]]
passat	[1,1,["Chattanooga,_Tennessee",m,1]]
passion	[22,28,[American_propaganda_during_World_War_II,"",1],[Arendt,"",3],[Bakelite,m,1],[Bikini,"",1],[Georg_Simmel,"",1],[Georgism,"",1],[Hudson's_Bay_Company,"",1],[Information_society,"",1],[Leonie_(film),"",1],[Leymah_Gbowee,"",1],[List_of_works_by_Danielle_Steel,m,2],[Ludwig_von_Mises,"",1],["Maryland,_My_Maryland","",1],[Multiple-language_version,"",1],[Nuremburg_Trials,"",1],[Olivetan,"",1],[Philippine_literature,m,3],[Sacro_Monte_di_Ghiffa,m,1],[Ship_of_Fools_(painting),"",1],[Trishula,"",2],["User:Another_Believer",m,1],[Widowed,"",1]]
patriotism	[8,26,[American_propaganda_during_World_War_II,"",3],[Erich_Ludendorff,m,1],[First_Vienna_Award,m,1],[Joseph_Stalin,"",3],[Nationalism,"",14],[Philanthropy,"",1],[Tuli_Kupferberg,"",1],[Victims_of_Communism_Memorial,"",2]]
paws	[2,3,[Genndy_Tartakovsky,m,1],[Koala,"",2]]
pearcy	[1,1,[El_Nina,"",1]]
pergolèse	[1,1,[Multiple-language_version,"",1]]
perle	[1,1,[Chiropractic_education,"",1]]
permissions	[3,3,[Eadweard_Muybridge,"",1],[Java_Authentication_and_Authorization_Service,"",1],[Ultralight_aviation,"",1]]
persephone	[3,3,[Ancient_Greek_religion,m,1],[Herakles,m,1],[Koala,"",1]]
pertain	[1,1,[Jupiter_(mythology),"",1]]
pf	[7,18,[2017_NFL_season,"",8],[Brawn_GP,m,1],[Category_5_cable,"",1],[Converse_(shoe_company),"",3],[Molnupiravir,"",2],[Rosmarinic_acid,"",1],["Template:Tag",m,2]]
phialo	[1,1,[Herakles,m,1]]
phonebook	[1,1,[X_display_manager_(program_type),"",1]]
photorejuvenation	[1,1,[Free-electron_laser,"",1]]
phyllophoridae	[1,1,[Sea_cucumber,m,1]]
pichler	[1,2,[Scrum_(development),"",2]]
pickrell	[1,1,[Stradivarius,"",1]]
pieraccini	[1,1,[Italian_Minister_of_Public_Works,m,1]]
pixar	[1,1,["Lego_Harry_Potter:_Years_14","",1]]
piśmiennictwo	[1,1,[Kashubian_language,m,1]]
pka	[1,1,[Psychoneuroimmunology,"",1]]
placing	[27,28,[545_BC,m,1],[A.E._Housman,"",1],[Ainu_language,m,1],[Brown_v._Plata,"",1],[Cuneiform,"",1],[Drop_bear,"",1],[Elise_Mertens,m,1],[Eva_Moskowitz,"",1],[Fencing_at_the_1960_Summer_Olympics_%E2%80%93_Men%27s_team_%C3%A9p%C3%A9e,m,1],[Forklift,"",1],[Freethought,"",1],[John_Anthony_Walker,"",1],[Knowing_(film),m,1],[Macedonia_naming_dispute,"",1],["Manhattan,_New_York","",1],[Negro_Swan,"",1],[Octagonal_number,m,1],[Optimism_bias,"",1],[Partus_sequitur_ventrem,"",1],[Primates,"",1],[Rachel%27s_Tomb,"",2],[Spamming,"",1],[TN_status,"",1],[The_Sandman_(Vertigo),"",1],[VGA_text_mode,"",1],[Wheat_germ,"",1],[Zwickern,"",1]]
planeteers	[1,2,[The_Baseball_Bunch,"",2]]
playlisted	[1,1,[Drums_and_Wires,m,1]]
pmid	[101,649,[Africa,"",6],[American_College_of_Pediatricians,"",2],[Andean_civilizations,"",1],[Apogee,m,1],[Arts,m,1],[Asterales,"",1],[Autism-spectrum_quotient,"",7],[Azolla_filiculoides,"",2],[Basin_and_Range_Province,"",1],[Bikini,"",3],[Biopolymer,m,4],[Blocked_nose,m,8],[Bornholm_disease,"",13],[BrainGate,"",2],[Capillary_action,"",3],[Carbonated_water,"",7],[Carolina_parakeet,"",2],[Cascadia_subduction_zone,"",5],[Castrato,m,1],[Cereal_grain,"",1],[Chemical_reactions,m,3],[Chiropractic_education,"",3],[Classism,"",1],[Computer_(job_description),"",1],[Cory_Doctorow,m,2],[Cultural_evolution,"",4],[Damaged,"",1],[Dmitri_Mendeleev,m,1],[Donald_Ewen_Cameron,"",1],[El_Nina,"",6],[Encoding_%28memory%29,"",11],[Entropy,"",10],[Erotic_capital,"",7],[Filter_bubble,"",11],[Fossil-fuel_power_station,m,1],[Fraternities_and_sororities,"",5],[Free-electron_laser,"",5],[Georgism,"",1],[Global_climate_change,"",47],[Gruiformes,m,9],["Hand,_foot_and_mouth_disease","",19],[Hawaiian_crow,m,2],[Hikikomori,"",18],[Huckleberry_Finn,m,2],[Ilya_Prigogine,"",1],[Information_society,"",1],[Informational_cascade,"",1],[Joseph_Stalin,"",1],[Journal_club,m,4],[Koala,"",14],[LD50,"",17],[Lactated_Ringer%27s_solution,m,5],[Left_bundle_branch_block,m,1],[Leonhart_Fuchs,"",1],[Lincosamides,m,19],[Loricifera,"",8],[Magdalenian,"",2],[Molnupiravir,"",6],[Monoglyceride,m,1],[Nationalism,"",1],[Natural_News,"",1],[Natural_experiment,"",2],[Odessa,m,2],[Okapi,"",3],[Optimism_bias,"",13],[Oscar_Pistorius,m,1],[Paediatrics,m,7],[Philanthropy,"",2],[Physiologically-based_pharmacokinetic_modelling,"",18],[Pitcher_plant,"",5],[Primates,"",85],[Prince_(musician),"",3],[Psilocybe_stuntzii,m,1],[Psychoneuroimmunology,"",40],[Punch_line,m,1],[Radiative_forcing,"",3],[Raoul_Dufy,m,1],[Rapeseed,"",4],[Retrograde_motion,"",4],[Samuel_Bowles_(economist),"",1],[Sauerkraut,"",10],[Schwarzschild%27s_equation_for_radiative_transfer,"",1],[Sea_cucumber,m,12],[South_Park,"",1],[Splenic_artery,m,1],[Stradivarius,"",8],[Suicide_in_the_United_States,m,7],[Sutton's_law,"",1],[Syndrome_Without_A_Name,"",2],[Systems_biology,"",22],[Systems_thinking,m,1],[Tardigrade,m,30],[The_Periodic_Table_of_Videos,"",2],[Thunderstorm,m,6],[Urine_therapy,"",3],[Val_Murray_Runge,"",8],[Vedic_period,"",1],[Wheat_germ,"",1],[Wicked_problem,"",3],[Widowed,"",2],[Wikipedia?Wikipedia,"",5]]
poldev	[1,1,[Africa,"",1]]
polycontexturality	[1,1,[Stafford_Beer,"",1]]
ponnuswamy	[1,1,[Louis_Daguerre,"",1]]
popup	[1,1,[List_of_Virginia_state_parks,"",1]]
portall	[1,1,[Cuneiform,"",1]]
portuguesa	[1,1,[Est%C3%AAv%C3%A3o_da_Gama_(16th_century),m,1]]
posluns	[1,1,[Spamming,"",1]]
pouvoirs	[1,1,[Ottonian_dynasty,m,1]]
powerbacks	[1,8,[Powerback,m,8]]
ppm	[5,8,[Docklands_Light_Railway_rolling_stock,"",1],[Global_climate_change,"",1],[Graph_algorithms,"",1],[Radiative_forcing,"",4],[Schwarzschild%27s_equation_for_radiative_transfer,"",1]]
prabhutv	[1,1,[DVB-T2,"",1]]
prefers	[9,9,[Bikini,"",1],[Common_Era,m,1],[JPL_Small-Body_Database,m,1],[Primates,"",1],[Prunus_glandulosa,"",1],[Rapeseed,"",1],[Satsuma_Rebellion,m,1],[Syndrome_Without_A_Name,"",1],[Tritone,"",1]]
prejudgment	[1,1,[Merrill_Lynch,m,1]]
prescribes	[2,2,[Category_5_cable,"",1],[Sol_Invictus,"",1]]
presidents	[26,84,[AS_Nancy,m,1],[Adventure_(magazine),"",1],[Ahmed_el-Tayeb,"",1],[Beliefs_and_practices_of_The_Church_of_Jesus_Christ_of_Latter-day_Saints,"",10],[Booker_T._Washington,"",6],[Carnival_Cruise_Line,"",1],[Donald_Ewen_Cameron,"",3],[EMS_Prize,m,3],[East_Stroudsburg_University_of_Pennsylvania,m,3],[Flag_of_Azerbaijan,"",1],[Former_Presidents_Act,m,30],[Fraternities_and_sororities,"",1],[George_Bush_Presidential_Library,"",5],[Ilya_Prigogine,"",2],[KLM,"",1],[Live-ball_era,"",1],[Macedonia_naming_dispute,"",1],["Manhattan,_New_York","",2],[Nagorno-Karabakh,m,1],[PFWA,"",2],[Partus_sequitur_ventrem,"",1],[Political_subdivisions_of_New_York_State,m,1],[Saturday_Night_(2010_film)?wprov=sfti1,"",1],[Stafford_Beer,"",2],[The_Harvard_Crimson,m,2],["User:Another_Believer",m,1]]
pretext	[6,6,[Ahmed_el-Tayeb,"",1],[Joseph_I_of_Portugal,m,1],[Laodice_of_Cappadocia,m,1],[Reform_War,"",1],["Sebasti%C3%A3o_Jos%C3%A9_de_Carvalho_e_Melo,_1st_Marquis_of_Pombal",m,1],["Texas_Chainsaw_Massacre:_The_Next_Generation","",1]]
priaulx	[1,1,[Aut%C3%B3dromo_Internacional_de_Curitiba,"",1]]
primrose	[1,1,[Anthony_Jenkinson,m,1]]
problematized	[1,1,[Herakles,m,1]]
